fr_no;x;y;w;h;cx;cy;cen_dep;dep_avg;orient;group
1071;321;300;63;177;192;238;23.0;20.84;277.65;8
1072;283;296;63;183;173;239;24.0;20.5;277.64;3
1072;283;296;63;183;173;239;24.0;20.5;277.64;8
1073;249;293;63;183;156;238;0.0;4.67;249.04;3
1073;249;293;63;183;156;238;0.0;4.67;249.04;8
1074;510;220;111;265;310;242;0.0;4.35;49.31;6
1074;510;220;111;265;310;242;0.0;4.35;49.31;5
1074;510;220;111;265;310;242;0.0;4.35;49.31;6
1075;509;219;112;265;310;242;0.0;4.48;99.31;6
1075;509;219;112;265;310;242;0.0;4.48;99.31;5
1075;509;219;112;265;310;242;0.0;4.48;99.31;6
1076;141;263;83;216;112;239;24.0;15.84;39.89;1
1076;141;263;83;216;112;239;24.0;15.84;39.89;1
1076;141;263;83;216;112;239;24.0;15.84;39.89;2
1077;508;218;114;266;311;242;0.0;4.69;64.82;6
1077;508;218;114;266;311;242;0.0;4.69;64.82;5
1077;508;218;114;266;311;242;0.0;4.69;64.82;6
1078;211;269;57;213;134;241;0.0;8.73;249.59;1
1078;211;269;57;213;134;241;0.0;8.73;249.59;2
1078;211;269;57;213;134;241;0.0;8.73;249.59;8
1079;138;261;88;217;113;239;24.0;14.69;159.64;1
1079;138;261;88;217;113;239;24.0;14.69;159.64;1
1079;138;261;88;217;113;239;24.0;14.69;159.64;2
1080;208;267;60;215;134;241;0.0;8.63;323.51;1
1080;208;267;60;215;134;241;0.0;8.63;323.51;2
1080;208;267;60;215;134;241;0.0;8.63;323.51;8
1081;207;271;61;212;134;241;0.0;8.77;243.43;1
1081;207;271;61;212;134;241;0.0;8.77;243.43;2
1081;207;271;61;212;134;241;0.0;8.77;243.43;8
1082;205;267;64;215;134;241;0.0;8.32;317.1;1
1082;205;267;64;215;134;241;0.0;8.32;317.1;2
1082;205;267;64;215;134;241;0.0;8.32;317.1;8
1083;206;266;62;216;134;241;38.0;9.67;319.54;1
1083;206;266;62;216;134;241;38.0;9.67;319.54;2
1083;206;266;62;216;134;241;38.0;9.67;319.54;8
1084;198;268;71;213;134;240;38.0;9.8;279.99;1
1084;198;268;71;213;134;240;38.0;9.8;279.99;2
1084;198;268;71;213;134;240;38.0;9.8;279.99;8
1085;136;263;81;216;108;239;24.0;16.73;34.77;1
1085;136;263;81;216;108;239;24.0;16.73;34.77;1
1085;136;263;81;216;108;239;24.0;16.73;34.77;2
1086;514;215;124;268;319;241;0.0;5.65;224.21;5
1086;514;215;124;268;319;241;0.0;5.65;224.21;6
1087;197;269;71;211;134;240;0.0;9.73;267.92;1
1087;197;269;71;211;134;240;0.0;9.73;267.92;2
1087;197;269;71;211;134;240;0.0;9.73;267.92;8
1088;199;271;70;208;134;239;0.0;9.66;272.01;1
1088;199;271;70;208;134;239;0.0;9.66;272.01;2
1088;199;271;70;208;134;239;0.0;9.66;272.01;8
1089;517;215;121;267;319;241;0.0;5.36;237.78;5
1089;517;215;121;267;319;241;0.0;5.36;237.78;6
1090;196;274;73;203;134;238;0.0;9.26;269.51;1
1090;196;274;73;203;134;238;0.0;9.26;269.51;2
1090;196;274;73;203;134;238;0.0;9.26;269.51;8
1091;196;278;75;199;135;238;38.0;9.12;285.07;1
1091;196;278;75;199;135;238;38.0;9.12;285.07;2
1091;196;278;75;199;135;238;38.0;9.12;285.07;8
1092;196;279;74;198;135;238;0.0;9.22;245.93;1
1092;196;279;74;198;135;238;0.0;9.22;245.93;2
1092;196;279;74;198;135;238;0.0;9.22;245.93;8
1093;196;279;73;198;134;238;0.0;9.53;298.26;1
1093;196;279;73;198;134;238;0.0;9.53;298.26;2
1093;196;279;73;198;134;238;0.0;9.53;298.26;8
1094;197;274;71;202;134;238;0.0;8.45;300.2;1
1094;197;274;71;202;134;238;0.0;8.45;300.2;2
1094;197;274;71;202;134;238;0.0;8.45;300.2;8
1095;197;273;72;204;134;238;0.0;10.05;306.59;1
1095;197;273;72;204;134;238;0.0;10.05;306.59;2
1095;197;273;72;204;134;238;0.0;10.05;306.59;8
1096;196;274;71;202;133;238;0.0;9.8;309.15;1
1096;196;274;71;202;133;238;0.0;9.8;309.15;2
1096;196;274;71;202;133;238;0.0;9.8;309.15;8
1097;195;274;72;201;133;237;0.0;8.53;323.67;1
1097;195;274;72;201;133;237;0.0;8.53;323.67;2
1097;195;274;72;201;133;237;0.0;8.53;323.67;8
1098;194;274;71;201;132;237;0.0;9.61;314.9;1
1098;194;274;71;201;132;237;0.0;9.61;314.9;2
1098;194;274;71;201;132;237;0.0;9.61;314.9;8
1099;196;271;71;206;133;238;0.0;9.96;319.88;1
1099;196;271;71;206;133;238;0.0;9.96;319.88;2
1099;196;271;71;206;133;238;0.0;9.96;319.88;8
1100;196;272;72;205;134;238;0.0;9.73;331.35;1
1100;196;272;72;205;134;238;0.0;9.73;331.35;2
1100;196;272;72;205;134;238;0.0;9.73;331.35;8
1101;198;272;70;205;134;238;0.0;9.63;330.97;1
1101;198;272;70;205;134;238;0.0;9.63;330.97;2
1101;198;272;70;205;134;238;0.0;9.63;330.97;8
1102;196;271;70;206;133;238;0.0;10.34;284.08;1
1102;196;271;70;206;133;238;0.0;10.34;284.08;2
1102;196;271;70;206;133;238;0.0;10.34;284.08;8
1103;195;272;70;205;132;238;0.0;9.05;255.28;1
1103;195;272;70;205;132;238;0.0;9.05;255.28;2
1103;195;272;70;205;132;238;0.0;9.05;255.28;8
1104;195;272;72;206;133;239;0.0;9.26;292.29;1
1104;195;272;72;206;133;239;0.0;9.26;292.29;2
1104;195;272;72;206;133;239;0.0;9.26;292.29;8
1105;193;275;72;202;132;238;0.0;10.4;340.21;1
1105;193;275;72;202;132;238;0.0;10.4;340.21;2
1105;193;275;72;202;132;238;0.0;10.4;340.21;8
1106;196;270;68;208;132;239;0.0;11.81;330.33;1
1106;196;270;68;208;132;239;0.0;11.81;330.33;2
1106;196;270;68;208;132;239;0.0;11.81;330.33;8
1107;195;271;68;206;131;238;0.0;10.67;317.22;1
1107;195;271;68;206;131;238;0.0;10.67;317.22;2
1107;195;271;68;206;131;238;0.0;10.67;317.22;8
1108;195;271;67;205;131;238;0.0;10.39;303.56;1
1108;195;271;67;205;131;238;0.0;10.39;303.56;2
1108;195;271;67;205;131;238;0.0;10.39;303.56;8
1109;192;269;71;209;131;239;0.0;10.62;285.81;1
1109;192;269;71;209;131;239;0.0;10.62;285.81;2
1109;192;269;71;209;131;239;0.0;10.62;285.81;8
1110;192;271;71;206;131;238;0.0;10.5;303.81;1
1110;192;271;71;206;131;238;0.0;10.5;303.81;2
1110;192;271;71;206;131;238;0.0;10.5;303.81;8
1111;191;270;72;207;131;238;0.0;10.41;298.37;1
1111;191;270;72;207;131;238;0.0;10.41;298.37;2
1111;191;270;72;207;131;238;0.0;10.41;298.37;8
1112;191;270;72;208;131;239;0.0;10.71;309.82;1
1112;191;270;72;208;131;239;0.0;10.71;309.82;2
1112;191;270;72;208;131;239;0.0;10.71;309.82;8
1113;189;270;74;208;131;239;0.0;10.78;306.36;1
1113;189;270;74;208;131;239;0.0;10.78;306.36;2
1113;189;270;74;208;131;239;0.0;10.78;306.36;8
1114;192;273;72;204;132;238;0.0;10.44;323.36;1
1114;192;273;72;204;132;238;0.0;10.44;323.36;2
1114;192;273;72;204;132;238;0.0;10.44;323.36;8
1115;189;270;75;208;132;239;0.0;10.66;303.1;1
1115;189;270;75;208;132;239;0.0;10.66;303.1;2
1115;189;270;75;208;132;239;0.0;10.66;303.1;8
1116;190;270;73;207;131;238;37.0;11.73;311.81;1
1116;190;270;73;207;131;238;37.0;11.73;311.81;2
1116;190;270;73;207;131;238;37.0;11.73;311.81;8
1117;190;271;73;206;131;238;0.0;10.54;311.92;1
1117;190;271;73;206;131;238;0.0;10.54;311.92;2
1117;190;271;73;206;131;238;0.0;10.54;311.92;8
1118;190;271;74;206;132;238;0.0;10.11;305.92;1
1118;190;271;74;206;132;238;0.0;10.11;305.92;2
1118;190;271;74;206;132;238;0.0;10.11;305.92;8
1119;191;272;73;205;132;238;0.0;9.92;303.62;1
1119;191;272;73;205;132;238;0.0;9.92;303.62;2
1119;191;272;73;205;132;238;0.0;9.92;303.62;8
1120;193;270;70;208;131;239;38.0;11.7;312.57;1
1120;193;270;70;208;131;239;38.0;11.7;312.57;2
1120;193;270;70;208;131;239;38.0;11.7;312.57;8
1121;194;270;68;207;131;238;0.0;11.19;310.56;1
1121;194;270;68;207;131;238;0.0;11.19;310.56;2
1121;194;270;68;207;131;238;0.0;11.19;310.56;8
1122;189;268;74;212;131;240;0.0;10.99;307.12;1
1122;189;268;74;212;131;240;0.0;10.99;307.12;2
1122;189;268;74;212;131;240;0.0;10.99;307.12;8
1123;191;269;72;210;131;239;0.0;10.48;332.3;1
1123;191;269;72;210;131;239;0.0;10.48;332.3;2
1123;191;269;72;210;131;239;0.0;10.48;332.3;8
1124;193;270;70;207;131;238;0.0;10.66;319.72;1
1124;193;270;70;207;131;238;0.0;10.66;319.72;2
1124;193;270;70;207;131;238;0.0;10.66;319.72;8
1125;190;271;73;205;131;238;0.0;10.61;293.53;1
1125;190;271;73;205;131;238;0.0;10.61;293.53;2
1125;190;271;73;205;131;238;0.0;10.61;293.53;8
1126;191;271;72;206;131;238;0.0;11.15;338.48;1
1126;191;271;72;206;131;238;0.0;11.15;338.48;2
1126;191;271;72;206;131;238;0.0;11.15;338.48;8
1127;190;276;70;200;130;238;0.0;11.16;345.98;1
1127;190;276;70;200;130;238;0.0;11.16;345.98;2
1127;190;276;70;200;130;238;0.0;11.16;345.98;8
1128;190;278;71;198;130;238;0.0;11.65;315.9;1
1128;190;278;71;198;130;238;0.0;11.65;315.9;2
1128;190;278;71;198;130;238;0.0;11.65;315.9;8
1129;188;269;71;210;129;239;0.0;12.81;349.86;1
1129;188;269;71;210;129;239;0.0;12.81;349.86;2
1130;191;269;70;209;130;239;0.0;11.48;339.95;1
1130;191;269;70;209;130;239;0.0;11.48;339.95;2
1130;191;269;70;209;130;239;0.0;11.48;339.95;8
1131;190;269;71;209;130;239;0.0;11.55;338.55;2
1131;190;269;71;209;130;239;0.0;11.55;338.55;8
1132;190;268;72;211;131;239;0.0;10.82;338.46;2
1132;190;268;72;211;131;239;0.0;10.82;338.46;8
1133;187;268;74;211;130;239;0.0;10.46;348.33;2
1133;187;268;74;211;130;239;0.0;10.46;348.33;8
1134;188;269;73;210;130;239;0.0;10.38;354.85;2
1134;188;269;73;210;130;239;0.0;10.38;354.85;8
1135;187;268;72;211;129;239;0.0;12.97;330.15;2
1135;187;268;72;211;129;239;0.0;12.97;330.15;8
1136;184;268;75;211;129;239;0.0;12.39;339.26;1
1136;184;268;75;211;129;239;0.0;12.39;339.26;2
1136;184;268;75;211;129;239;0.0;12.39;339.26;8
1137;183;269;76;210;129;239;0.0;13.16;347.47;1
1137;183;269;76;210;129;239;0.0;13.16;347.47;2
1137;183;269;76;210;129;239;0.0;13.16;347.47;8
1138;185;271;76;208;130;239;0.0;12.04;6.01;1
1138;185;271;76;208;130;239;0.0;12.04;6.01;2
1138;185;271;76;208;130;239;0.0;12.04;6.01;8
1139;182;273;77;206;129;239;0.0;12.29;328.25;2
1139;182;273;77;206;129;239;0.0;12.29;328.25;8
1140;187;270;70;208;128;239;0.0;12.87;80.13;2
1141;186;274;70;203;128;238;0.0;13.82;88.69;2
1142;187;271;68;206;127;238;0.0;14.47;104.15;2
1143;188;268;68;210;128;239;38.0;13.3;317.59;2
1144;187;268;70;210;128;239;38.0;13.3;316.31;2
1145;186;265;71;213;128;239;38.0;13.31;320.97;2
1146;185;265;71;213;128;239;37.0;14.0;331.32;2
1147;68;244;114;238;91;241;34.0;17.64;10.74;1
1147;68;244;114;238;91;241;34.0;17.64;10.74;1
1147;68;244;114;238;91;241;34.0;17.64;10.74;2
1148;68;247;113;234;90;240;34.0;17.95;44.76;1
1148;68;247;113;234;90;240;34.0;17.95;44.76;1
1149;67;241;115;242;91;241;34.0;19.02;9.91;1
1150;65;236;116;247;90;241;34.0;18.78;7.96;1
1151;64;238;115;245;89;241;32.0;18.78;304.3;1
1152;64;231;118;254;91;242;34.0;18.73;310.93;1
1153;61;228;122;255;91;241;38.0;18.74;114.18;1
1154;61;230;119;254;90;242;0.0;17.51;269.19;1
1155;64;228;115;256;89;242;0.0;18.03;280.48;1
1156;60;227;119;256;89;241;0.0;17.85;264.65;1
1157;55;226;128;256;91;241;0.0;16.83;300.66;1
1158;455;290;47;179;251;234;0.0;3.36;342.94;4
1159;56;225;120;257;88;241;38.0;17.52;291.84;1
1160;55;226;122;258;88;242;0.0;16.85;276.04;1
1161;55;225;122;258;88;241;38.0;17.33;285.06;1
1162;55;225;123;257;89;241;38.0;17.12;292.72;1
1163;49;225;130;257;89;241;38.0;17.25;281.16;1
1164;48;226;127;256;87;241;37.0;17.92;119.42;1
1165;45;226;132;256;88;241;37.0;18.76;318.66;1
1166;46;226;128;256;87;241;38.0;18.4;73.65;1
1167;45;226;129;256;87;241;37.0;18.42;126.98;1
1168;45;224;129;257;87;240;37.0;18.07;210.06;1
1169;45;224;132;257;88;240;37.0;18.0;155.67;1
1170;47;224;130;257;88;240;37.0;17.83;270.92;1
1171;41;223;136;259;88;241;36.0;17.67;275.88;1
1172;38;224;137;259;87;241;38.0;18.91;273.52;1
1173;35;223;138;259;86;241;33.0;18.37;121.18;1
1174;35;222;137;261;86;241;33.0;18.43;87.87;1
1175;32;224;142;258;87;241;35.0;18.35;112.52;1
1176;34;220;140;263;87;241;37.0;17.83;257.79;1
1177;33;218;141;264;87;241;37.0;17.8;220.61;1
1178;34;216;140;267;87;241;37.0;17.8;187.81;1
1179;35;216;135;267;85;241;32.0;17.06;255.74;1
1180;36;215;136;267;86;241;33.0;17.0;244.57;1
1181;39;214;131;269;85;241;32.0;17.18;234.61;1
1182;36;213;140;270;88;241;37.0;16.31;233.31;1
1183;35;212;137;271;86;241;37.0;16.55;252.74;1
1184;34;211;137;271;85;241;32.0;16.21;263.84;1
1185;36;211;137;271;86;241;37.0;16.17;266.01;1
1186;33;213;143;269;88;241;37.0;15.66;267.15;1
1187;37;212;134;270;85;241;37.0;16.31;265.58;1
1188;38;212;129;270;83;241;30.0;16.49;262.42;1
1189;45;212;120;269;82;240;30.0;16.61;261.8;1
1190;55;211;112;267;83;239;32.0;16.21;275.71;1
1191;371;264;73;214;222;239;0.0;7.58;113.17;4
1191;371;264;73;214;222;239;0.0;7.58;113.17;4
1192;157;254;89;224;123;239;8.0;9.28;331.1;2
1192;157;254;89;224;123;239;8.0;9.28;331.1;8
1193;372;264;76;214;224;239;0.0;7.53;24.67;4
1193;372;264;76;214;224;239;0.0;7.53;24.67;4
1194;373;252;72;228;222;240;0.0;8.06;242.46;4
1194;373;252;72;228;222;240;0.0;8.06;242.46;4
1195;372;254;75;225;223;239;0.0;7.69;246.23;4
1195;372;254;75;225;223;239;0.0;7.69;246.23;4
1196;366;260;87;219;226;239;0.0;7.82;289.28;4
1196;366;260;87;219;226;239;0.0;7.82;289.28;4
1197;371;253;73;226;222;239;0.0;8.1;218.32;4
1197;371;253;73;226;222;239;0.0;8.1;218.32;4
1198;369;262;79;215;224;238;0.0;7.94;132.34;4
1198;369;262;79;215;224;238;0.0;7.94;132.34;4
1199;372;253;74;226;223;239;0.0;8.13;253.16;4
1199;372;253;74;226;223;239;0.0;8.13;253.16;4
1200;371;252;76;227;223;239;0.0;8.23;169.4;4
1200;371;252;76;227;223;239;0.0;8.23;169.4;4
1201;371;252;73;227;222;239;0.0;8.11;163.84;4
1201;371;252;73;227;222;239;0.0;8.11;163.84;4
1202;371;252;73;227;222;239;0.0;8.16;220.55;4
1202;371;252;73;227;222;239;0.0;8.16;220.55;4
1203;371;254;72;225;221;239;0.0;7.95;255.21;4
1203;371;254;72;225;221;239;0.0;7.95;255.21;4
1204;370;252;75;228;222;240;0.0;7.95;274.92;4
1204;370;252;75;228;222;240;0.0;7.95;274.92;4
1205;146;252;94;226;120;239;7.0;9.47;345.41;2
1205;146;252;94;226;120;239;7.0;9.47;345.41;8
1205;146;252;94;226;120;239;7.0;9.47;345.41;1
1206;144;252;95;226;119;239;7.0;9.45;328.7;2
1206;144;252;95;226;119;239;7.0;9.45;328.7;8
1206;144;252;95;226;119;239;7.0;9.45;328.7;1
1207;141;251;96;227;118;239;7.0;9.53;334.33;2
1207;141;251;96;227;118;239;7.0;9.53;334.33;8
1208;140;251;97;228;118;239;7.0;9.92;319.18;2
1209;371;252;74;228;222;240;0.0;8.78;181.99;4
1209;371;252;74;228;222;240;0.0;8.78;181.99;4
1210;371;251;73;230;222;240;0.0;8.03;197.07;4
1210;371;251;73;230;222;240;0.0;8.03;197.07;4
1211;370;251;73;229;221;240;0.0;9.62;122.79;4
1211;370;251;73;229;221;240;0.0;9.62;122.79;4
1212;367;249;79;232;223;240;0.0;8.59;206.06;4
1212;367;249;79;232;223;240;0.0;8.59;206.06;4
1213;368;253;79;228;223;240;0.0;8.92;172.73;4
1213;368;253;79;228;223;240;0.0;8.92;172.73;4
1214;368;251;74;229;221;240;0.0;8.92;194.31;4
1214;368;251;74;229;221;240;0.0;8.92;194.31;4
1215;369;251;75;230;222;240;0.0;8.89;203.41;4
1215;369;251;75;230;222;240;0.0;8.89;203.41;4
1216;370;252;75;229;222;240;0.0;9.2;216.47;4
1216;370;252;75;229;222;240;0.0;9.2;216.47;4
1217;368;248;81;233;224;240;0.0;8.59;154.94;4
1217;368;248;81;233;224;240;0.0;8.59;154.94;4
1218;131;246;92;233;111;239;7.0;10.73;342.74;2
1218;131;246;92;233;111;239;7.0;10.73;342.74;8
1219;131;246;92;233;111;239;7.0;10.73;342.74;2
1219;131;246;92;233;111;239;7.0;10.73;342.74;8
1220;371;248;68;234;219;241;0.0;9.88;164.8;4
1220;371;248;68;234;219;241;0.0;9.88;164.8;4
1221;372;247;68;236;220;241;0.0;10.04;169.63;4
1221;372;247;68;236;220;241;0.0;10.04;169.63;4
1222;370;251;70;230;220;240;0.0;9.92;178.99;4
1222;370;251;70;230;220;240;0.0;9.92;178.99;4
1223;371;249;67;232;219;240;0.0;9.95;147.77;4
1223;371;249;67;232;219;240;0.0;9.95;147.77;4
1224;371;252;68;226;219;239;0.0;9.82;194.25;4
1224;371;252;68;226;219;239;0.0;9.82;194.25;4
1225;373;255;63;219;218;237;0.0;9.4;91.3;4
1225;373;255;63;219;218;237;0.0;9.4;91.3;4
1226;132;245;92;235;112;240;7.0;10.86;335.31;2
1226;132;245;92;235;112;240;7.0;10.86;335.31;8
1227;372;247;63;231;217;239;0.0;9.53;117.4;4
1227;372;247;63;231;217;239;0.0;9.53;117.4;4
1228;132;243;90;237;111;240;7.0;10.34;344.27;2
1228;132;243;90;237;111;240;7.0;10.34;344.27;8
1229;131;240;92;240;111;240;7.0;11.22;336.87;2
1229;131;240;92;240;111;240;7.0;11.22;336.87;8
1230;131;242;89;238;110;240;7.0;11.1;343.99;2
1230;131;242;89;238;110;240;7.0;11.1;343.99;8
1231;131;240;89;239;110;239;7.0;10.63;330.15;2
1231;131;240;89;239;110;239;7.0;10.63;330.15;8
1232;131;240;90;240;110;240;7.0;10.57;336.96;2
1233;130;237;90;243;110;240;7.0;10.61;297.35;2
1234;474;281;68;200;271;240;0.0;10.4;155.02;4
1234;474;281;68;200;271;240;0.0;10.4;155.02;7
1235;374;249;72;231;223;240;0.0;11.11;90.49;4
1235;374;249;72;231;223;240;0.0;11.11;90.49;4
1236;376;244;70;237;223;240;0.0;11.19;123.55;4
1236;376;244;70;237;223;240;0.0;11.19;123.55;4
1237;376;247;75;233;225;240;0.0;10.92;174.61;4
1237;376;247;75;233;225;240;0.0;10.92;174.61;4
1238;374;242;88;242;231;242;0.0;11.96;165.91;4
1238;374;242;88;242;231;242;0.0;11.96;165.91;4
1239;376;247;84;235;230;241;0.0;11.61;187.57;4
1239;376;247;84;235;230;241;0.0;11.61;187.57;4
1240;480;285;70;194;275;239;0.0;11.17;67.06;4
1240;480;285;70;194;275;239;0.0;11.17;67.06;7
1240;480;285;70;194;275;239;0.0;11.17;67.06;7
1241;378;246;91;235;234;240;0.0;11.59;190.74;4
1241;378;246;91;235;234;240;0.0;11.59;190.74;4
1242;481;285;69;193;275;239;0.0;12.43;104.2;4
1242;481;285;69;193;275;239;0.0;12.43;104.2;7
1242;481;285;69;193;275;239;0.0;12.43;104.2;7
1243;481;285;70;194;275;239;0.0;12.49;85.3;4
1243;481;285;70;194;275;239;0.0;12.49;85.3;7
1243;481;285;70;194;275;239;0.0;12.49;85.3;7
1244;481;284;70;195;275;239;0.0;12.49;76.99;4
1244;481;284;70;195;275;239;0.0;12.49;76.99;7
1244;481;284;70;195;275;239;0.0;12.49;76.99;7
1245;480;284;71;196;275;240;0.0;12.65;168.17;4
1245;480;284;71;196;275;240;0.0;12.65;168.17;7
1245;480;284;71;196;275;240;0.0;12.65;168.17;7
1246;482;285;70;194;276;239;0.0;12.59;166.22;4
1246;482;285;70;194;276;239;0.0;12.59;166.22;7
1246;482;285;70;194;276;239;0.0;12.59;166.22;7
1247;482;284;71;194;276;239;0.0;12.97;166.09;4
1247;482;284;71;194;276;239;0.0;12.97;166.09;7
1247;482;284;71;194;276;239;0.0;12.97;166.09;7
1248;481;283;71;195;276;239;0.0;12.74;33.85;4
1248;481;283;71;195;276;239;0.0;12.74;33.85;7
1248;481;283;71;195;276;239;0.0;12.74;33.85;7
1249;391;250;81;230;236;240;0.0;12.72;140.92;4
1250;391;249;82;230;236;239;0.0;12.42;129.27;4
1251;118;231;98;251;108;241;8.0;15.38;298.5;2
1252;116;231;99;251;107;241;8.0;15.16;300.77;2
1252;116;231;99;251;107;241;8.0;15.16;300.77;1
1253;117;231;97;252;107;241;8.0;15.42;278.09;2
1253;117;231;97;252;107;241;8.0;15.42;278.09;1
1254;380;243;86;239;233;241;37.0;15.2;159.72;4
1255;381;242;83;239;232;240;37.0;14.46;156.49;4
1255;381;242;83;239;232;240;37.0;14.46;156.49;4
1256;192;273;59;201;125;237;37.0;25.13;326.79;8
1257;191;273;59;202;125;237;37.0;25.42;344.79;8
1258;192;273;58;201;125;237;37.0;25.42;345.95;8
1259;193;273;58;202;125;237;36.0;25.33;297.53;8
1260;190;273;61;201;125;237;36.0;25.1;304.31;8
1261;379;241;71;240;225;240;0.0;14.75;105.34;4
1262;189;272;63;203;126;237;36.0;25.28;285.48;8
1263;189;272;64;202;126;237;36.0;25.29;300.39;8
1264;376;244;69;236;222;240;38.0;15.18;144.15;4
1265;192;271;62;203;127;237;35.0;25.9;218.1;8
1266;376;242;72;240;224;241;0.0;15.09;111.73;4
1267;185;270;62;203;123;236;36.0;24.72;279.93;8
1268;422;304;56;174;239;239;0.0;14.24;98.75;4
1268;422;304;56;174;239;239;0.0;14.24;98.75;4
1269;184;270;62;203;123;236;35.0;24.01;268.61;8
1270;184;269;62;206;123;237;36.0;23.28;246.76;8
1271;182;269;63;205;122;237;37.0;22.88;255.09;8
1272;181;268;66;206;123;237;36.0;22.98;256.61;8
1273;374;233;84;251;229;242;0.0;14.73;101.0;4
1273;374;233;84;251;229;242;0.0;14.73;101.0;4
1274;373;235;85;249;229;242;38.0;17.67;169.93;4
1274;373;235;85;249;229;242;38.0;17.67;169.93;4
1275;374;236;84;248;229;242;38.0;17.64;151.37;4
1275;374;236;84;248;229;242;38.0;17.64;151.37;4
1276;374;232;89;253;231;242;35.0;17.87;143.59;4
1276;374;232;89;253;231;242;35.0;17.87;143.59;4
1277;373;235;84;247;228;241;0.0;17.45;141.63;4
1277;373;235;84;247;228;241;0.0;17.45;141.63;4
1278;546;277;75;205;310;241;38.0;25.56;101.04;7
1279;80;215;123;265;101;240;33.0;18.56;314.03;2
1280;375;235;79;244;227;239;37.0;19.01;180.05;4
1280;375;235;79;244;227;239;37.0;19.01;180.05;4
1281;84;211;113;270;98;240;32.0;19.06;322.23;2
1282;174;268;72;206;123;237;10.0;19.94;255.18;8
1283;233;299;60;150;146;224;10.0;18.32;342.06;3
1283;233;299;60;150;146;224;10.0;18.32;342.06;8
1284;234;300;60;150;147;225;10.0;17.79;279.25;3
1284;234;300;60;150;147;225;10.0;17.79;279.25;9
1285;374;233;85;248;229;240;34.0;19.42;134.66;4
1285;374;233;85;248;229;240;34.0;19.42;134.66;4
1286;374;237;84;242;229;239;35.0;19.31;89.36;4
1286;374;237;84;242;229;239;35.0;19.31;89.36;4
1287;374;236;82;245;228;240;35.0;18.62;100.65;4
1287;374;236;82;245;228;240;35.0;18.62;100.65;4
1288;173;267;71;208;122;237;9.0;19.4;351.41;8
1289;172;266;71;209;121;237;9.0;19.02;29.54;8
1290;376;236;82;245;229;240;34.0;18.4;105.54;4
1290;376;236;82;245;229;240;34.0;18.4;105.54;4
1291;375;234;83;247;229;240;34.0;19.26;101.9;4
1291;375;234;83;247;229;240;34.0;19.26;101.9;4
1292;172;266;71;209;121;237;9.0;18.31;336.4;8
1293;375;235;87;246;231;240;35.0;20.57;99.52;4
1293;375;235;87;246;231;240;35.0;20.57;99.52;4
1294;170;267;71;208;120;237;9.0;18.39;251.04;8
1295;376;234;88;248;232;241;34.0;20.99;121.07;4
1295;376;234;88;248;232;241;34.0;20.99;121.07;4
1296;175;260;68;209;121;234;9.0;18.33;333.98;8
1297;63;206;123;274;93;240;34.0;20.66;321.28;2
1298;177;259;65;211;121;235;9.0;17.23;307.22;8
1299;376;234;86;246;231;240;34.0;21.27;234.1;4
1299;376;234;86;246;231;240;34.0;21.27;234.1;4
